id,user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,retweets,favorites,is_retweet
1.37E+18,Koko  Mutai,"Nairobi, Kenya","Entrepreneur, scientist, advocate for women and girls",10/07/2011 13:32,283,392,411,FALSE,19/03/2021 13:24,"Just got vaccinated an hour ago with the Oxford/AstraZeneca vaccine. Other than pain in the arm, l am feeling great… https://t.co/AkmT8Fs5xu",,Twitter for Android,1,25,FALSE
1.37E+18,Josphat karanja,"Nairobi, Kenya",,05/04/2012 07:07,129,268,2924,FALSE,20/03/2021 14:27,"@PDChina The Chinese vaccines are not ""trusted"" globally. Personally I can't risk getting a vaccine from someone wh… https://t.co/nuMmYwSZ6z",,Twitter for Android,0,0,FALSE
1.37E+18,China Daily Africa,"Nairobi, Kenya",A window to watch China and Africa. Please follow us and share your opinion on Sino-Africa relations,25/08/2016 07:54,1423,598,629,FALSE,22/03/2021 08:52,"Benin receives a batch of #Sinovac #vaccine
A batch of coronavirus vaccine developed by the Chinese pharmaceutical… https://t.co/gydQWqNsuU","['Sinovac', 'vaccine']",Twitter Web App,1,1,FALSE
1.37E+18,China Daily Africa,"Nairobi, Kenya",A window to watch China and Africa. Please follow us and share your opinion on Sino-Africa relations,25/08/2016 07:54,1426,598,631,FALSE,25/03/2021 01:46,"Gabon's president kicks off countrywide vaccination campaign
Gabon's vaccination campaign officially began on Tuesd… https://t.co/XowOwn9eIJ",,Twitter Web App,0,0,FALSE
1.37E+18,𝚂𝚊𝚍𝚒𝚚𝚞𝚎 𝙰𝙹🖱️,"Nairobi, Kenya",Caffeine-operated. Tribe: INFJ,30/09/2019 08:42,124,213,5132,FALSE,24/03/2021 09:35,"""While vaccination is not mandatory, the proven benefits outweigh the potential
risks."" 
The KE National Muslim Cov… https://t.co/78SYPvi60Y",,Twitter for Android,2,4,FALSE
1.37E+18,Ismael Shirwac,"Nairobi, Kenya",Diplomat @Somalilandmfa | Head of Cooperation & Development Partnerships @SomalilandinKe; The Republic of Somaliland mission in Kenya. Views are my own.,23/11/2015 15:28,7998,2145,265,FALSE,23/03/2021 11:30,"Today, the president of the republic of #Somaliland H.E @musebiihi has received his first jab of the… https://t.co/4TtRLdCeT2",['Somaliland'],Twitter Web App,12,41,FALSE
1.37E+18,Elizabeth Merab,"Nairobi, Kenya",#Sci Journo @NationAfrica 🇰🇪| @Amref_Worldwide Global #UHC Journalism Awardee 2021|@Falling_Walls Sci J Fellow 17 |@ASCDInitiative Founder | Views are my own,09/04/2013 18:45,4429,2375,3345,TRUE,24/03/2021 21:06,The @MOH_Kenya have insisted time and over that ONLY vaccines that have @WHO approval would be allowed into #Kenya.… https://t.co/5Y3m0oBsiD,['Kenya'],Twitter for Android,2,5,FALSE
1.37E+18,Ahmednasir Abdullahi SC,"Nairobi, Kenya","Constitutional Lawyer, Senior Counsel, Chairman of the Senior Counsel Committee, Law Society of Kenya. Publisher of the Nairobi Law Monthly @NLM_magazine",30/10/2011 19:21,1167770,86,13204,TRUE,24/03/2021 19:42,How come RUSSIA with #SputnikV  and not CHINA came to the aid of many third world countries to offer timely vaccines for Covid-19?,['SputnikV'],Twitter for Android,95,812,FALSE
1.37E+18,Gamal Jamil,"Nairobi, Kenya",🇾🇪 🇰🇪by blood | Photojournalist | Reporter | Always Grateful | #MUFC die hard,07/08/2015 18:57,530,269,8670,FALSE,24/03/2021 06:58,@Shirley_Sein 😂😂😂😂 #SputnikV millionaires,['SputnikV'],Twitter for iPhone,1,1,FALSE
1.37E+18,Gamal Jamil,"Nairobi, Kenya",🇾🇪 🇰🇪by blood | Photojournalist | Reporter | Always Grateful | #MUFC die hard,07/08/2015 18:57,530,269,8670,FALSE,24/03/2021 06:41,@fuwadii They've sneaked in the Russian Covid-19 vaccine #SputnikV and the government is still waiting for second c… https://t.co/Fg5DMkWN4q,['SputnikV'],Twitter for iPhone,0,0,FALSE
1.37E+18,KeBandit,"Nairobi, Kenya",Thou shalt not deceive your conscience,31/07/2019 05:23,56,134,2049,FALSE,24/03/2021 06:32,Russia had their vaccine out waaaay earlier and before the West did. It was discredited and hushed away to give tim… https://t.co/8orQOPvaX5,,Twitter for iPhone,0,1,FALSE
1.37E+18,Quintillion Bytes,"Nairobi, Kenya",|#Datascience |#Blockchain |#Fintech |#Changerian |#Fairobjectivecitizen. |#Nerd 🤓| #Geopolitics #Aliens&UFOs,05/02/2011 16:03,413,1414,3466,FALSE,24/03/2021 05:50,"Distributors 'sneaked' Russian vaccine into Kenya for sale at Sh11,000 per jab   https://t.co/I0nwGC7nhu… https://t.co/zOBspKRrSR",,Twitter Web App,0,1,FALSE
1.38E+18,Beatrice Marshall,"Nairobi, Kenya","Global Anchor CGTN, China Global TV Network,  #TalkAfrica #AfricaLive #China24. 
CGTN, see the difference!",07/11/2011 07:11,57757,1453,1294,FALSE,25/03/2021 19:50,China has donated #Sinopharm vaccines to 35 African  countries.  Why is #Kenya not on the list? Every vaccine saves… https://t.co/lZlueZayYv,"['Sinopharm', 'Kenya']",Twitter for Android,1,0,FALSE
1.38E+18,Beatrice Marshall,"Nairobi, Kenya","Global Anchor CGTN, China Global TV Network,  #TalkAfrica #AfricaLive #China24. 
CGTN, see the difference!",07/11/2011 07:11,57757,1453,1294,FALSE,25/03/2021 08:09,"China has so far donated #Sinopharm vaccines to 35 African countries,  free deliveries as well. @ahmednasirlaw https://t.co/sWbBnaNdDs",['Sinopharm'],Twitter for Android,1,2,FALSE
1.38E+18,"Robert Alai, HSC","Nairobi, Kenya","#TheEqualizer | #CyberSecurity | #StopGamblingKE | There’s no comfort in the truth, pain is all you find. – George Michael | alai@techmtaa.com",12/10/2008 21:23,1647179,3673,1978,TRUE,25/03/2021 13:57,"Close to 100,000 #SputnikV imported to Kenya already. The second batch expected.",['SputnikV'],Twitter Web App,13,190,FALSE
1.38E+18,Dan Mwanzia,"Nairobi, Kenya",News| Positive Critic | A Voice of Justice and the Rule of Law| Respect to God.,08/11/2017 21:46,1712,1362,19969,FALSE,25/03/2021 09:27,"Has Russia #SputnikV vaccine been approved by @WHO? What's it's efficacy?
@MOH_Kenya

Asking for Kenyans.",['SputnikV'],Twitter for Android,0,0,FALSE
1.38E+18,Ahmed,"Nairobi, Kenya","‏Life time is limited,(((الهي ارحم علي شيخي رامولي من رجال الله))))
‎#LiveIsPrecious
‎#LikeVoicelessHome",26/05/2020 08:43,18,108,1595,FALSE,25/03/2021 09:18,@ahmednasirlaw First one thing I would love to know us if #SputnikV is from the noun #Putin,"['SputnikV', 'Putin']",Twitter for Android,0,0,FALSE
1.38E+18,Arap Liwliw,"Nairobi, Kenya",anti-FGM/ Marakwet original/former cattle rustler/ reformed/ Father/ #EndFGM #StopFGM,24/10/2019 07:31,1059,155,17375,FALSE,25/03/2021 08:30,#SputnikV is safe,['SputnikV'],Twitter for Android,0,0,FALSE
1.37E+18,"Robert Alai, HSC","Nairobi, Kenya","#TheEqualizer | #CyberSecurity | #StopGamblingKE | There’s no comfort in the truth, pain is all you find. – George Michael | alai@techmtaa.com",12/10/2008 21:23,1647179,3673,1978,TRUE,25/03/2021 08:01,"Received at JKIA the #SputnikV vaccine from Russia. 

Will be available in all major hospitals shortly. https://t.co/YcgAjQ7olK",['SputnikV'],Twitter for iPhone,136,393,FALSE
1.37E+18,OK Mwania,"Nairobi, Kenya",Pivoting towards the Truth. Anything goes!,31/08/2018 10:06,74,911,221,FALSE,25/03/2021 07:36,"Who's ready to take #SputnikV #SputnikVaccineLifeSaver 

#RutoSpeaks Curfew #KQheist Joho Gideon Moi #EndOfOdm… https://t.co/MKaT3tOz6Z","['SputnikV', 'SputnikVaccineLifeSaver', 'RutoSpeaks', 'KQheist', 'EndOfOdm']",Twitter Web App,0,1,FALSE
1.37E+18,Giga Hosting Solutions,"Nairobi, Kenya","Giga Hosting Solutions is one of the fastest growing Web Hosting provider in the East Africa region. We provide less costly, reliable & secure web host.",04/03/2021 07:20,8,113,1,FALSE,25/03/2021 02:53,"#gigahostingsolutions offers  unique #webhosting plans for individuals, small businesses, and larger corporations.… https://t.co/WcL1iBcZs5","['gigahostingsolutions', 'webhosting']",Twitter for Android,0,0,FALSE
1.38E+18,Jhoki Kenya,"Nairobi, Kenya","A believer of the Gospel of Christ Jesus. BBA, Mgmt. My Page, My Space, My Opinions. Minimalism Art Lover. A Mother. My Tribe is Kenyan.🇰🇪 I Take too much Tea",13/12/2018 08:54,156,678,8984,FALSE,03/04/2021 08:44,There was a lot of controversies behind #SputnikV  especially the testing stage.,['SputnikV'],Twitter for Android,0,0,FALSE
1.38E+18,Jhoki Kenya,"Nairobi, Kenya","A believer of the Gospel of Christ Jesus. BBA, Mgmt. My Page, My Space, My Opinions. Minimalism Art Lover. A Mother. My Tribe is Kenyan.🇰🇪 I Take too much Tea",13/12/2018 08:54,156,678,8984,FALSE,31/03/2021 09:00,Merkel and Macron calls Putin so as to get #SputnikV  to EU,['SputnikV'],Twitter for Android,0,0,FALSE
1.38E+18,Punchline Africa Tv,"Nairobi, Kenya","Punchline Africa TV is an international Pan-African tv station, with a zeal for African development in all aspects.   Offices are in Nairobi and London.",25/10/2020 11:59,640,180,3217,FALSE,30/03/2021 12:39,"#PaTvUpdates

President Uhuru Kenyatta signs into law the Employment (Amendment) Bill of 2019 and Business Laws (Am… https://t.co/VwU2NnUwTZ",['PaTvUpdates'],Twitter Web App,2,12,FALSE
1.38E+18,Elizabeth Merab,"Nairobi, Kenya",#Sci Journo @NationAfrica 🇰🇪| @Amref_Worldwide Global #UHC Journalism Awardee 2021|@Falling_Walls Sci J Fellow 17 |@ASCDInitiative Founder | Views are my own,09/04/2013 18:45,4461,2383,3396,TRUE,30/03/2021 11:19,"As @MOH_Kenya maintains not to know how #SputnikV #COVID19Vaccine got into #Kenya, it's now being administered. Hec… https://t.co/UFQJX5h2jQ","['SputnikV', 'COVID19Vaccine', 'Kenya']",Twitter for Android,18,32,FALSE
1.38E+18,Metito Ole™🇰🇪,"Nairobi, Kenya","The University Of Nairobi Alumni, ICT| One who is ready to fight injustices in Maa land|God fearing|Advisable but self decisive|Man Utd fan|Tweets are own|",07/10/2014 09:09,1401,1083,1732,FALSE,30/03/2021 08:21,"@russembkenya You haven't solve anything rather you have confused more.
The questions are:
1) Is it true #SputnikV… https://t.co/FVYohn2wpU",['SputnikV'],Twitter for Android,0,2,FALSE
1.38E+18,Sally,"Nairobi, Kenya",A believer in open source philosophy . Discreet. #LocationAnalytics  #OffensiveSecurity #DATAnalytics,09/11/2012 21:13,15254,994,17474,FALSE,30/03/2021 17:44,"Has anyone considered that Kemri can Copy paste this home, instead of us waiting for the west to give us FREE vacci… https://t.co/JHNiKRxp7M",,Twitter for Android,6,12,FALSE
1.38E+18,thisnairobi,"Nairobi, Kenya","ThisNairobi is a digital magazine with a focus on news, events, travel, fashion, and nightlife in and around Nairobi.",10/01/2020 11:22,35,133,15,FALSE,30/03/2021 17:24,"1/ 4

For those interested in getting the #COVID19 vaccine in #Nairobi! It's being offered for free TO ANYONE 18+ a… https://t.co/1UtvLdJ9Gr","['COVID19', 'Nairobi']",Twitter Web App,1,3,FALSE
1.38E+18,Bazyl Jude,"Nairobi, Kenya","BORN AGAIN , I LOVE JESUS",26/07/2017 06:28,18852,19511,7882,FALSE,31/03/2021 18:25,"#CialaEasterEggstravaganza 

#SputnikV 

#NengiXItel 

#방탄소년단 

#트와이스 

#카페7드림 

#NengiXItel 

Blessed Tweeps, Choi… https://t.co/6HRFDqSG4G","['CialaEasterEggstravaganza', 'SputnikV', 'NengiXItel', '방탄소년단', '트와이스', '카페7드림', 'NengiXItel']",Twitter for Android,0,0,FALSE
1.38E+18,Dr Idris Maimoon,"Nairobi, Kenya",Striving to make this world a better place than I found it. | Medicine | Entrepreneurship | CEO at Lindapesa and Maimoon Group.,14/12/2014 20:31,89,227,420,FALSE,31/03/2021 07:26,"For any Social media or Political Information ,You can choose  to take the influencers advise .

ONLY TAKE MEDICAL… https://t.co/fRNgjmpv3L",,Twitter for iPhone,0,1,FALSE
1.38E+18,Rein,"Nairobi, Kenya",Great Delight in Every Bite,30/04/2016 18:48,3200,311,67,FALSE,31/03/2021 07:17,#SputnikV is spearheaded by cartels. See the faces behind the vaccination. Even Al shabaab legal head has taken it… https://t.co/QQujPnyTdq,['SputnikV'],Twitter for iPhone,0,7,FALSE
1.38E+18,Dan Yugi,"Nairobi, Kenya","A Father, and a Fan to @GorMahia @ChelseaFC
""History left behind is like a bookmark in a classic"" - Nanette L. Avery",22/06/2020 07:54,81,67,9106,FALSE,31/03/2021 06:51,"How can one book for #AstraZeneca this #SputnikV is very expensive?
#UnlockOurCountry https://t.co/EdoMwG9pJK","['AstraZeneca', 'SputnikV', 'UnlockOurCountry']",Twitter Web App,0,0,FALSE
1.38E+18,Dan Yugi,"Nairobi, Kenya","A Father, and a Fan to @GorMahia @ChelseaFC
""History left behind is like a bookmark in a classic"" - Nanette L. Avery",22/06/2020 07:54,81,67,9106,FALSE,31/03/2021 06:49,@RobertAlai How can one book for #AstraZeneca this #SputnikV is very expensive? https://t.co/tySjAPX9OM,"['AstraZeneca', 'SputnikV']",Twitter Web App,0,0,FALSE
1.38E+18,WangaiM,"Nairobi, Kenya",Motor Assessor | Schutz Motor Assessors and Valuers CEO | 🇰🇪,03/06/2009 11:33,1371,1005,26946,FALSE,31/03/2021 06:34,"I don't know why but I feel like we deserve to know who imported that #SputnikV into Kenya. 

If by ANY chance they… https://t.co/HlQ32ubXQ9",['SputnikV'],Twitter for Android,19,56,FALSE
1.38E+18,Isaac Kisa ™,"Nairobi, Kenya",#Gooner @Arsenal #ICT  🇰🇪,14/02/2011 14:24,1764,4125,3429,FALSE,31/03/2021 06:03,"@WilliamsRuto has endorsed the #SputnikV vaccine! Where can I get the jab? At what cost?

@TallaTaylor @MbadiDenice @mikepux2010",['SputnikV'],Twitter Web App,0,1,FALSE
1.38E+18,"Robert Alai, HSC","Nairobi, Kenya","#TheEqualizer | #CyberSecurity | #StopGamblingKE | There’s no comfort in the truth, pain is all you find. – George Michael | alai@techmtaa.com",12/10/2008 21:23,1651464,3672,1978,TRUE,31/03/2021 05:00,"MP Kiambaa Koinange has succumbed to COVID-19. 

Guys, get protected. Get #AstraZeneca through the govt facility or… https://t.co/VJoZ4HRNUX",['AstraZeneca'],Twitter Web App,11,32,FALSE
1.38E+18,"Robert Alai, HSC","Nairobi, Kenya","#TheEqualizer | #CyberSecurity | #StopGamblingKE | There’s no comfort in the truth, pain is all you find. – George Michael | alai@techmtaa.com",12/10/2008 21:23,1651464,3672,1978,TRUE,31/03/2021 04:49,"If you have the money, go for the #SputnikVaccineInKenya. The #SputnikV has better chances of protecting you from C… https://t.co/J2I5qjpuLi","['SputnikVaccineInKenya', 'SputnikV']",Twitter Web App,44,186,FALSE
1.38E+18,Sonko News,"Nairobi, Kenya","Authentic,Lionhearted & Connecting The Dots. https://t.co/a3iQ1ai3er https://t.co/XXD0AwN525",03/02/2019 07:56,517,123,0,FALSE,31/03/2021 04:39,Deputy President William Ruto has taken Russian Sputnik V Covid-19 vaccine whose use and distribution the governmen… https://t.co/MPohm8AIbj,,Blog2Social APP,0,0,FALSE
1.38E+18,Rein,"Nairobi, Kenya",Great Delight in Every Bite,30/04/2016 18:48,3200,311,67,FALSE,30/03/2021 18:48,So @ahmednasirlaw is a shareholder in that firm that imported #SputnikV 🤣🤣🤣🤣,['SputnikV'],Twitter for iPhone,0,3,FALSE
1.38E+18,Rasto Junior ™️,"Nairobi, Kenya","Criminologist, Bureaucrat, political commentator , father , Husband and Writer.",09/10/2018 12:41,925,4107,1288,FALSE,30/03/2021 18:00,Taking the Covid 19 vaccine while smiling is the current trending thing #SputnikV,['SputnikV'],Twitter for Android,0,0,FALSE
1.38E+18,Kanma Adventures,"Nairobi, Kenya","We specialize in Domestic and international Tours and Travel consultation and holiday packaging, Marketing Advertising and Communications Consultancy.",27/10/2016 07:52,699,2306,35,FALSE,30/03/2021 17:02,"Stay in Kajiado, a private villa in the bush, contact @kanmaadventures +254721438042, 4bedrooms for up to 10people… https://t.co/sop04p3lNs",,Twitter Web App,0,0,FALSE
1.38E+18,Viral Tea Kenya,"Nairobi, Kenya","Careful, this tea is hot! A media/news website based in Kenya covering the latest entertainment, breaking news, and viral stories as well as original stories",28/11/2020 10:43,185,871,26,FALSE,30/03/2021 16:24,"Deputy President William Ruto being vaccinated against COVID-19 with Russia's #SputnikV
#SputnikVaccineInKenya https://t.co/YDC9ZClNDq","['SputnikV', 'SputnikVaccineInKenya']",Twitter for Android,0,0,FALSE
1.38E+18,Rein,"Nairobi, Kenya",Great Delight in Every Bite,30/04/2016 18:48,3200,311,67,FALSE,30/03/2021 16:18,Which vaccine? #SputnikV https://t.co/wCnHQPvyEm,['SputnikV'],Twitter for iPhone,0,0,FALSE
1.38E+18,Rein,"Nairobi, Kenya",Great Delight in Every Bite,30/04/2016 18:48,3200,311,67,FALSE,30/03/2021 16:04,WHO has not approved #SputnikV for use in kenya. That’s according to @MOH_Kenya DG @DrPatrickAmoth so how were thes… https://t.co/cBxgzxadXs,['SputnikV'],Twitter for iPhone,0,3,FALSE
1.38E+18,China Daily Africa,"Nairobi, Kenya",A window to watch China and Africa. Please follow us and share your opinion on Sino-Africa relations,25/08/2016 07:54,1458,598,636,FALSE,01/04/2021 03:08,"Boost for Africa's #vaccine drive as more doses arrive from China
In Ethiopia, a batch of 300,000 doses of the coro… https://t.co/JMUJxDqNOw",['vaccine'],Twitter Web App,1,0,FALSE
1.38E+18,Tylerkym254🇰🇪🇰🇪🇰🇪,"Nairobi, Kenya","Bsn Nurse
political icon,
Chairperson social welfare  Catholic university of Eastern Africa",01/04/2018 18:49,2171,4956,6259,FALSE,01/04/2021 07:17,"@DrAlfredMutua shame on you, you are as clueless as @skmusyoka ,you need mental check up, the #SputnikV  goes for 8… https://t.co/6Dr2ums6qt",['SputnikV'],Twitter for Android,1,1,FALSE
1.38E+18,acebugfumigation,"Nairobi, Kenya",,07/09/2015 14:39,141,1189,326,FALSE,01/04/2021 04:43,If you travel/ use public transport often its advisable to have your home fumigated against bedbugs &amp; roaches as th… https://t.co/1hR2Hs2Vaz,,Twitter Web App,0,0,FALSE
1.38E+18,Maxx Real Estate Ltd,"Nairobi, Kenya","A Digital based Company With an aim to offer a simplistic approach to how the Real Estate Industry operates.
0798404000",04/09/2019 07:49,410,1809,95,FALSE,01/04/2021 04:30,"Happy new Month..
Check us out on https://t.co/ml9shD1GdV.

#AprilFoolsDay #MainaAndKingangi #RadioAfrica  #SputnikV https://t.co/Zo4lyQoMgO","['AprilFoolsDay', 'MainaAndKingangi', 'RadioAfrica', 'SputnikV']",Twitter for Android,0,0,FALSE
1.38E+18,𝓨𝓾𝓼𝓼𝓾𝓯 𝓘𝓫𝓻𝓪𝓱𝓲𝓶™,"Nairobi, Kenya","Professional Broadcaster.


































Strategic Communications/Voice Over Artist.

Founder:Ubra Media.",11/11/2011 14:00,11866,1862,5364,FALSE,01/04/2021 03:46,"Some folks just looked at these whole vaccination ordeal,saw an ""opportunity""and went straight for the jugular! and… https://t.co/Z6jprSKNu6",,Twitter for Android,2,18,FALSE
1.38E+18,𝓨𝓾𝓼𝓼𝓾𝓯 𝓘𝓫𝓻𝓪𝓱𝓲𝓶™,"Nairobi, Kenya","Professional Broadcaster.


































Strategic Communications/Voice Over Artist.

Founder:Ubra Media.",11/11/2011 14:00,11866,1862,5364,FALSE,01/04/2021 02:54,Fake news has not spared #SputnikV either!! https://t.co/4IH34m1Alz,['SputnikV'],Twitter for Android,0,1,FALSE
1.38E+18,💰ղյҽղցɑ kiptoo😎 Arsenal 😍,"Nairobi, Kenya",Reproductive HealthTrainer//Culinary scientist// Arsenal♥️//Adventurer//God first🙏//All these while hustling through life!,27/04/2010 08:51,385,1093,2424,FALSE,01/04/2021 00:37,They say cheap is expensive.. so am going for #SputnikV vaccine🤔 https://t.co/SofkwR2IoJ,['SputnikV'],Twitter for Android,0,3,FALSE
1.38E+18,Maverick,"Nairobi, Kenya","Political reform enthusiast.
I hate politics, but I read Tweets.",27/04/2011 14:40,218,0,779,FALSE,31/03/2021 23:46,#SputnikV is supplied by Bliss Healthcare whose boss is Jayesh Sagini whose been in court over fraud involving NHIF… https://t.co/IQWsbYDpMA,['SputnikV'],Twitter for Android,1,1,FALSE
1.38E+18,lellekrafts,"Nairobi, Kenya",Well-farer,02/07/2018 05:47,93,285,3746,FALSE,31/03/2021 20:15,"Photography allowed

#covidmillionares #CovidVaccineScam #SputnikV https://t.co/lk1TZ4wwpa","['covidmillionares', 'CovidVaccineScam', 'SputnikV']",Twitter for Android,0,0,FALSE
1.38E+18,Neli Staa,"Nairobi, Kenya","Life Is A Mix Of Choice And Opportunity.I'm blessed with the best of both (hardwork).



#CorridorsOfWisdom",24/06/2015 23:46,100,216,713,FALSE,31/03/2021 20:05,"After my first heart break💔😭 I realized that, ladies deserve period pains🚨..! ☝️😒

I hate rubbish 🤦
#SputnikV",['SputnikV'],Twitter for Android,0,2,FALSE
1.38E+18,Mayor of Eastlands Nairobi,"Nairobi, Kenya",||God First|🇰🇪KENYA🇰🇪|Influencer|Entrepreneur|Political Strategist|Business Consultant|Marketing consultant|Marketing Strategist|@ManUtd.|+254722615495||,27/02/2012 18:09,4551,3343,23918,FALSE,31/03/2021 19:59,"Astrazeneca vs Sputnik v
Husters are going for the latter because Dp Ruto votes MUST be protected at all cost. The… https://t.co/s3YmVdO9iq",,Twitter for Android,0,1,FALSE
1.38E+18,Zablon Ondari,"Nairobi, Kenya",,09/02/2019 10:34,248,250,122,FALSE,31/03/2021 19:18,"1,412 More Test Positive as 6 Succumb to Covid-19
https://t.co/tmnT0NPmzV
#UhuruMalizaUende #shaffie 
Luos Sputnik… https://t.co/toWRfRYDdd","['UhuruMalizaUende', 'shaffie']",Twitter for Android,0,2,FALSE
1.38E+18,Zablon Ondari,"Nairobi, Kenya",,09/02/2019 10:34,248,250,122,FALSE,31/03/2021 19:17,"Naivasha Law Courts Closed After Staff Tests Positive For Covid-19
https://t.co/eOtVQ7zA3z #UhuruMalizaUende… https://t.co/QAAegFYk6F",['UhuruMalizaUende'],Twitter for Android,0,2,FALSE
1.38E+18,Miato Technologies,"Nairobi, Kenya","Dealers in Brand new, Ex-UK and Refurbished laptops.Desktops and their accessories. Repairs and maintainance.
|Contact 0701846097|Delivery CountryWide|",01/12/2017 10:07,76,132,48,FALSE,31/03/2021 19:06,"Miato Technologies brings you a range of affordable products today. 

#UhuruMalizaUende
#CialaEasterEggstravaganza… https://t.co/necq5m2oxA","['UhuruMalizaUende', 'CialaEasterEggstravaganza']",Twitter for Android,0,1,FALSE
1.38E+18,Şir hēຖrฯ🇰🇪🇶🇦,"Nairobi, Kenya","Globe-trotter, Hot-headed & Awesome. 
GOD . Coffee. ArsenalFc 🔴⚪",12/04/2013 07:01,2369,2389,5617,FALSE,31/03/2021 18:45,@FerdyOmondi But who's behind the importation of this #SputnikV in Kenya? I suspect something fishy too!,['SputnikV'],Twitter Web App,0,0,FALSE
1.38E+18,Sports Lifestyle Africa,"Nairobi, Kenya",Africa's Premier Sports-Lifestyle and Showbiz Magazine,25/06/2020 09:56,13,35,45,FALSE,31/03/2021 17:41,"Japan Loves Michael Olunga ♥️!!!! The star is trending in Japan for the right reasons.

Read about the legend here👉… https://t.co/nPV53VE4CR",,Twitter for Android,1,1,FALSE
1.38E+18,Josphat karanja,"Nairobi, Kenya",,05/04/2012 07:07,128,265,2962,FALSE,31/03/2021 17:02,@ItsMutai They said the #AstraZenaca  vaccine is optional. Why do people get angry when @WilliamsRuto gets a differ… https://t.co/Gplq81PYeD,['AstraZenaca'],Twitter for Android,0,0,FALSE
1.38E+18,Nedds Pallets And Furniture.,"Nairobi, Kenya","We strive to satisfy our client needs,with our elegant furnitures.#HappyClientsEverywhere",23/11/2020 13:43,480,467,2782,FALSE,31/03/2021 16:34,"Customised Tv stand with a Shou Sugi Ban finish.😍😍
Another happy client.
Place your order now.
📞0700299463.
PRICE:1… https://t.co/X7AW0WhsiF",,Twitter for Android,3,2,FALSE
1.38E+18,Jamal Kipkemei MD MHS,"Nairobi, Kenya","Avid reader,Polymath.Patriotic Kenyan.Public/Mental Health .Liberal Nandi .Founder-UNACOS- Community Solutions and Saffron Khan healthcare Hub.",15/01/2014 19:22,2844,4998,19885,FALSE,31/03/2021 14:07,"@AsamoFoodCourt @YatichN Insurgents,Islamic  in Mozambique supported by Russia are Alshaabab linked praise d by gra… https://t.co/rdE5R2twMo",,Twitter for Android,0,1,FALSE
1.38E+18,#KenyaNiYetuLive #UnitedForKenya #KenyaNiYetu,"Nairobi, Kenya","An agronomist by profession. 
A Grower @Kentalyalimited
A father and a husband
 Kenyan who believes in what's right at all times.",03/02/2015 04:16,616,998,8089,FALSE,31/03/2021 14:06,@ShaffieWeru What's the difference between #AstraZeneca  and the #SputnikV vaccines?,"['AstraZeneca', 'SputnikV']",Twitter for Android,1,10,FALSE
1.38E+18,Switch TV Kenya,"Nairobi, Kenya","We are an energetic and dynamic media platform that engages the youth with content that is entertaining, educational and inspirational.",07/05/2018 17:29,32348,485,12051,FALSE,31/03/2021 13:44,#SputnikV vaccine only received emergency use authorization but not market authorization; those marketing it risks… https://t.co/aoXCNkPsKq,['SputnikV'],Twitter Web App,0,1,FALSE
1.38E+18,Alex Mayore 🇰🇪,"Nairobi, Kenya","|Free Thinker | Pragmatist| Tech Ehusiast| Nature Lover & Environmentalist| 
| Views expressed here are Mine | Communications director @ThirdwayKenya|",28/08/2013 09:55,1464,1839,24071,FALSE,31/03/2021 13:21,Supply chain issues of #AstraZeneca in india causing delays in delivering the vaccine in Kenya via Covax . This as… https://t.co/d6ZGS4sjdl,['AstraZeneca'],Twitter Web App,0,0,FALSE
1.38E+18,CiTi Tiger,"Nairobi, Kenya","Computer Scientist, Blogger, Open Minded.",24/04/2009 16:02,12919,13030,2741,FALSE,31/03/2021 13:15,You might need to listen to this before #sputnikvaccineregistration #UnlockOurCountry #AstraZeneca #coronaInaua… https://t.co/AHG9WJaqOT,"['sputnikvaccineregistration', 'UnlockOurCountry', 'AstraZeneca', 'coronaInaua']",Twitter for Android,0,1,FALSE
